"geography","estimatedsalary","balance","numofproducts","exited"
"Spain",144290.97,134032.01,1,FALSE
"Germany",130514.78,125445.04,2,FALSE
"Germany",53954.24,126077.43,2,FALSE
"Spain",169802.73,0,2,FALSE
"Germany",146851.73,90371.09,1,FALSE
"France",96832.82,0,2,FALSE
"Germany",57553.02,142802.02,1,FALSE
"France",74800.99,90537.16,1,FALSE
"France",192542.17,0,2,FALSE
"France",72990.62,156123.73,1,FALSE
"France",31050.02,0,2,FALSE
"France",52795.56,141074.59,1,TRUE
"Spain",27435.41,0,2,FALSE
"Germany",150266.81,117899.95,2,FALSE
"Spain",40299.23,0,2,FALSE
"France",149369.41,166257.96,1,FALSE
"Spain",120250.58,0,2,FALSE
"Germany",84760.32,169362.43,1,TRUE
"France",156424.4,205962,1,FALSE
"France",109355.73,0,2,TRUE
"Germany",184936.77,126061.51,2,FALSE
"France",36560.51,105627.95,1,FALSE
"France",165693.06,100606.02,1,FALSE
"France",163666.85,0,2,FALSE
"France",35644.79,0,2,FALSE
"Germany",188203.58,138171.1,2,FALSE
"France",6120.84,139395.08,1,FALSE
"France",164484.78,0,2,FALSE
"France",164268.28,0,2,FALSE
"Germany",140136.1,109062.28,1,TRUE
"Germany",121084.27,89994.71,2,FALSE
"France",35156.54,0,2,FALSE
"France",103159.11,103996.74,1,FALSE
"France",74858.3,175111.11,1,FALSE
"Spain",91556.57,66079.45,2,TRUE
"Germany",199203.21,148055.74,1,FALSE
"France",27011.8,0,1,TRUE
"Spain",188637.05,0,2,FALSE
"France",61581.2,0,2,FALSE
"Germany",197529.23,95994.98,1,FALSE
"France",182258.17,0,2,FALSE
"Germany",80778.5,110741.56,1,FALSE
"France",155394.52,0,1,FALSE
"Spain",3408.7,0,1,FALSE
"Spain",19367.98,0,2,TRUE
"Germany",62282.99,96947.58,3,TRUE
"France",65396.79,0,2,FALSE
"Germany",139712.81,109786.82,2,FALSE
"Spain",60972.84,0,2,FALSE
"France",1375.46,0,2,FALSE
"France",22191.82,102721.49,1,FALSE
"Spain",8973.67,69478.57,1,TRUE
"Germany",118502.34,156674.2,1,TRUE
"Spain",161802.82,174506.1,2,TRUE
"Germany",90494.72,166070.48,2,FALSE
"Germany",15470.91,105957.44,1,FALSE
"France",65147.27,0,1,FALSE
"France",157886.6,110340.68,1,FALSE
"France",85439.73,0,2,FALSE
"Germany",54038.62,135870.01,2,FALSE
"France",25684.85,0,2,FALSE
"France",186116.54,0,2,FALSE
"France",166830.71,0,2,FALSE
"France",27886.06,85704.95,1,FALSE
"France",5768.32,0,2,FALSE
"Germany",80575.44,105435.74,1,TRUE
"France",68987.55,0,2,FALSE
"Germany",27097.82,108513.25,2,FALSE
"France",199320.77,156687.1,1,FALSE
"Germany",5566.6,150604.52,1,FALSE
"France",133871.83,155114.9,1,FALSE
"France",152843.53,0,2,FALSE
"Spain",41800.18,91216,1,FALSE
"Germany",92053.75,141784.02,1,FALSE
"France",100717.54,127763.24,1,FALSE
"Spain",42935.15,0,2,FALSE
"Spain",149170.92,82613.56,2,FALSE
"France",107499.39,69423.52,1,FALSE
"France",153342.38,86167.82,1,FALSE
"Spain",107825.08,0,1,TRUE
"France",47952.45,131406.56,1,FALSE
"Germany",131007.18,121898.82,1,FALSE
"Germany",33143.04,77487.2,1,FALSE
"France",123304.62,0,1,FALSE
"Spain",141970.02,164450.94,1,TRUE
"France",37136.15,138705.02,2,FALSE
"Spain",199293.01,132730.17,1,FALSE
"France",161388.22,0,2,FALSE
"Spain",70532.53,0,1,FALSE
"France",144290.25,116498.22,1,FALSE
"France",96069.82,0,2,FALSE
"Germany",185662.84,139979.07,1,FALSE
"Germany",17913.25,127216.31,2,FALSE
"France",101039.53,0,4,TRUE
"France",156953.54,148222.65,1,TRUE
"France",28276.83,0,2,FALSE
"France",84049.16,0,2,FALSE
"Spain",147822.44,134152.29,1,FALSE
"Germany",9497.99,111537.23,4,TRUE
"Spain",87067.73,119565.92,1,FALSE
"Spain",23237.25,0,2,FALSE
"Spain",27239.28,0,1,FALSE
"Germany",151481.86,121063.8,3,TRUE
"Spain",114669.79,124995.98,1,FALSE
"Spain",116748.14,0,2,FALSE
"Germany",90877.76,86891.84,1,FALSE
"France",133692.88,0,2,FALSE
"Spain",30662.91,78022.61,1,FALSE
"France",191395.88,154495.79,1,FALSE
"France",106648.58,189443.72,1,FALSE
"Spain",50899.91,152926.6,1,FALSE
"France",115452.51,142989.69,1,TRUE
"Germany",64139.1,115371.94,2,FALSE
"France",22030.72,0,2,FALSE
"Spain",38434.73,178056.54,2,FALSE
"Spain",42774.84,206014.94,2,TRUE
"France",158973.77,0,2,FALSE
"Germany",34551.35,101191.83,1,TRUE
"France",101515.76,0,2,FALSE
"Spain",9561.73,0,2,FALSE
"Spain",168313.17,0,2,FALSE
"France",55100.09,0,2,FALSE
"Germany",31830.06,149814.54,1,FALSE
"Spain",71519.4,115617.24,1,FALSE
"France",32599.35,0,2,FALSE
"Germany",139946.68,113657.41,2,TRUE
"Spain",110468.51,138160,1,FALSE
"Germany",74042,117700.86,1,FALSE
"France",151871.84,0,2,FALSE
"Germany",199693.84,122506.38,1,TRUE
"France",58907.08,0,1,TRUE
"France",103799.77,0,2,TRUE
"France",93835.64,166501.17,2,FALSE
"Spain",156425.57,89743.05,1,TRUE
"France",123723.83,0,2,FALSE
"France",199464.08,0,2,FALSE
"France",83084.33,0,2,FALSE
"Spain",25488.43,0,1,TRUE
"France",9596.4,98894.39,1,FALSE
"Germany",70370.24,168735.74,2,FALSE
"France",86330.32,0,1,FALSE
"Germany",168507.68,133201.17,1,TRUE
"Spain",111605.9,0,2,FALSE
"Germany",143317.42,127237.25,2,FALSE
"Germany",27619.06,117864.85,2,FALSE
"Germany",146573.66,153469.26,3,TRUE
"Germany",69055.45,93911.3,2,FALSE
"Spain",54453.72,76597.79,1,FALSE
"France",33524.6,79927.36,2,FALSE
"Spain",135083.73,0,2,FALSE
"Germany",137439.34,40172.91,1,FALSE
"France",11205.5,115195.58,1,FALSE
"Germany",60176.1,116644.29,2,FALSE
"Germany",29552.7,180293.84,2,FALSE
"Germany",188795.85,139872.81,1,FALSE
"France",11638.17,34547.82,1,FALSE
"France",93155.75,0,2,FALSE
"Germany",48986.18,96462.25,2,FALSE
"Spain",116951.1,130334.35,2,FALSE
"Germany",137041.26,119688.81,1,FALSE
"France",44653.5,0,2,FALSE
"France",104035.41,0,3,TRUE
"France",110593.62,71187.24,1,FALSE
"France",36099.7,0,2,FALSE
"France",12470.3,0,2,FALSE
"Spain",95403.41,0,2,FALSE
"France",151757.81,136422.41,1,FALSE
"France",47536.46,0,2,FALSE
"France",101274.17,0,2,FALSE
"France",140268.45,0,1,FALSE
"France",11663.09,153238.88,1,FALSE
"France",150784.29,0,2,FALSE
"France",119400.08,47536.4,1,FALSE
"France",126188.42,0,2,FALSE
"France",89983.02,142882.49,1,TRUE
"France",29761.29,0,2,FALSE
"France",27073.81,160566.11,2,FALSE
"Germany",96399.67,131935.51,1,TRUE
"France",45422.89,127678.8,2,FALSE
"Germany",108699.59,105214.58,1,TRUE
"France",38967.29,139859.54,1,FALSE
"France",116466.19,0,2,FALSE
"France",17993.43,112324.45,2,FALSE
"Germany",43250.54,134497.27,1,FALSE
"Spain",125240.8,120171.58,1,FALSE
"France",191415.94,106012.2,2,FALSE
"France",90860.97,0,1,FALSE
"France",141872.52,0,2,FALSE
"France",49418.87,0,4,TRUE
"France",170426.65,0,1,TRUE
"Germany",51016.02,119839.69,1,TRUE
"Spain",81175.25,0,2,FALSE
"Germany",99106.97,92219.21,1,FALSE
"Germany",79134.78,142055.41,2,FALSE
"France",163550.58,29602.08,1,TRUE
"France",67769.94,0,2,FALSE
"France",126592.01,0,2,FALSE
"France",89602.81,0,2,FALSE
"France",179421.84,141803.77,1,FALSE
"France",156906.15,0,2,FALSE
"France",168486.02,0,1,FALSE
"France",132730.07,126589.12,2,TRUE
"France",39057.67,108393.35,1,FALSE
"Spain",174606.35,115643.58,2,FALSE
"Spain",79259.77,132876.23,1,FALSE
"France",168515.61,110949.41,1,FALSE
"France",161125.67,130666.2,1,TRUE
"France",77878.62,103821.47,2,FALSE
"France",80823.02,0,1,FALSE
"France",119348.28,0,1,FALSE
"Spain",178331.36,132187.73,2,FALSE
"Germany",119174.88,98649.55,1,TRUE
"Germany",82662.73,126444.08,2,FALSE
"Germany",40441.1,154159.51,1,FALSE
"France",109881.71,0,2,FALSE
"Germany",157937.35,129250,2,FALSE
"Spain",38276.84,0,1,TRUE
"France",65222.48,167733.51,2,FALSE
"Germany",2181.94,56116.3,2,FALSE
"France",156249.06,141581.08,1,FALSE
"Germany",45591.23,139675.07,2,FALSE
"France",79458.12,66201.96,1,FALSE
"France",103042.2,0,2,TRUE
"Germany",70209.83,133658.24,1,FALSE
"Germany",176743.51,136202.78,1,FALSE
"France",10703.53,131778.08,1,TRUE
"Spain",151425.82,0,2,FALSE
"France",3894.34,0,2,FALSE
"Germany",28861.69,42712.87,2,FALSE
"France",177703.15,0,2,FALSE
"Spain",136649.8,0,2,TRUE
"Germany",175894.24,142631.54,2,FALSE
"France",76257.46,141204.65,2,FALSE
"Germany",193668.49,131402.21,1,FALSE
"Spain",125671.29,92636.96,2,FALSE
"France",174098.28,0,2,TRUE
"Germany",187866.21,102088.68,4,TRUE
"Spain",100862.36,0,2,FALSE
"France",10804.04,134887.53,1,FALSE
"France",170893.85,0,2,FALSE
"Spain",22698.56,159900.38,1,FALSE
"Germany",89822.48,102278.79,2,FALSE
"France",175262.49,0,2,FALSE
"France",15705.27,0,1,FALSE
"Spain",170025.43,0,2,FALSE
"Germany",17242.79,76989.97,1,FALSE
"France",79734.23,0,2,FALSE
"France",92712.97,0,2,FALSE
"Germany",99689.48,114491.82,1,FALSE
"Germany",93336.3,144768.94,1,TRUE
"France",175893.53,145056.59,1,FALSE
"Germany",42840.18,117206.3,1,TRUE
"Germany",140298.24,138014.4,2,FALSE
"Germany",144000.59,128352.59,3,TRUE
"France",113408.11,112568.31,1,FALSE
"France",96420.58,0,1,FALSE
"Germany",125806.3,176958.46,2,FALSE
"Germany",65720.92,99167.54,1,FALSE
"Spain",31002.03,103210.27,1,FALSE
"Germany",158248.71,104478.12,3,TRUE
"Spain",94677.83,125921.37,1,FALSE
"Spain",17257.72,0,2,FALSE
"Germany",101397.86,80697.44,1,FALSE
"France",84870.23,161887.81,2,FALSE
"France",183515.13,109558.36,1,FALSE
"France",75969.19,124271.26,1,FALSE
"France",146379.3,0,2,FALSE
"Spain",127154.8,190569.23,1,FALSE
"Spain",2019.78,143923.96,1,TRUE
"France",197885.72,96542.16,2,FALSE
"France",138017.68,0,2,FALSE
"Spain",170984.97,139825.56,1,TRUE
"Germany",55859.27,111769.14,2,FALSE
"Spain",4459.5,0,2,FALSE
"Spain",102135.92,113672.18,2,FALSE
"France",112771.95,147256.86,1,FALSE
"Spain",32903.93,107023.03,1,FALSE
"France",162260.93,125529.55,1,FALSE
"Spain",87959.83,0,1,FALSE
"Germany",166476.95,131834.8,1,TRUE
"France",25438.87,0,2,FALSE
"Spain",157230.06,99529.7,1,TRUE
"Spain",197305.91,0,2,FALSE
"France",44435.76,107303.72,2,FALSE
"France",181051.99,72783.42,1,FALSE
"Spain",159069.37,0,1,FALSE
"France",155485.24,0,2,FALSE
"Germany",43852.05,115743.6,1,FALSE
"France",140071.57,161256.53,1,FALSE
"France",49089.36,0,2,FALSE
"Spain",55893.37,0,2,FALSE
"France",192660.55,0,2,FALSE
"Germany",137028.51,162261.01,2,FALSE
"France",34430.16,74896.33,1,FALSE
"France",108409.17,0,1,TRUE
"Germany",145325.32,144037.6,1,FALSE
"France",81425.61,93522.2,1,FALSE
"Spain",51553.43,0,2,FALSE
"France",52795.15,0,2,FALSE
"Germany",84270.09,106922.92,2,FALSE
"France",145011.62,112972.57,1,FALSE
"Germany",66245.44,123042,1,TRUE
"Germany",36446.74,100488.92,2,FALSE
"France",137136.29,123322.15,1,FALSE
"France",117323.31,0,1,FALSE
"Spain",74157.71,68683.68,1,FALSE
"Germany",104253.56,59532.18,1,FALSE
"France",2748.72,140260.36,2,FALSE
"Germany",195937.16,88302.65,1,FALSE
"France",22101.86,0,2,FALSE
"Germany",126535.92,114655.58,1,FALSE
"France",44692.63,148283.94,1,TRUE
"Spain",112442.63,0,1,TRUE
"France",66331.01,0,2,FALSE
"Germany",16657.68,123916.67,1,TRUE
"France",20081.3,0,2,FALSE
"France",93820.49,0,2,TRUE
"France",130795.52,165896,2,FALSE
"France",160129.99,0,2,FALSE
"France",189969.91,111168.97,1,FALSE
"France",9712.52,103549.24,1,TRUE
"France",196062.01,0,2,FALSE
"France",125710.53,103804.97,1,FALSE
"France",23054.51,165901.59,2,TRUE
"Germany",170679.74,119152.1,2,FALSE
"Spain",181258.76,122950.31,1,FALSE
"France",22835.13,0,1,TRUE
"Germany",102397.22,133384.66,1,TRUE
"France",115950.96,0,2,FALSE
"Spain",15876.52,0,2,FALSE
"Germany",117690.58,158411.95,4,TRUE
"Germany",173792.77,122028.65,2,FALSE
"France",80992.8,0,1,FALSE
"Germany",189398.18,128751.65,2,TRUE
"France",56787.8,133436.52,1,FALSE
"Spain",148309.98,123177.01,1,FALSE
"France",179673.11,0,1,TRUE
"France",138470.21,120328.88,2,FALSE
"France",163798.41,130147.98,1,TRUE
"Spain",33693.78,92716.96,1,FALSE
"Spain",48545.1,0,2,FALSE
"Spain",123427.98,0,1,FALSE
"France",174183.44,76914.21,1,FALSE
"France",17938,106045.92,2,FALSE
"France",90059.04,103133.26,1,FALSE
"France",137694.23,145974.79,2,FALSE
"Spain",65039.9,0,3,FALSE
"Spain",162858.29,0,2,FALSE
"Spain",35701.06,0,2,FALSE
"Spain",18826.06,0,2,FALSE
"Spain",130086.47,0,1,TRUE
"Spain",143360.56,139183.06,1,FALSE
"Spain",159920.92,0,2,FALSE
"Germany",12099.67,74974.89,1,FALSE
"Spain",53087.98,61691.45,1,FALSE
"Germany",142839.82,121952.75,2,FALSE
"France",178.19,0,1,FALSE
"Spain",105618.14,0,2,FALSE
"Spain",24734.25,0,2,FALSE
"France",82245.67,80107.83,2,FALSE
"Spain",177695.67,0,2,FALSE
"Germany",107961.11,147856.82,3,TRUE
"Spain",55207.41,0,2,FALSE
"Spain",182633.63,65407.16,2,TRUE
"France",51587.04,114233.18,1,FALSE
"France",115403.31,0,2,FALSE
"Spain",186392.99,187602.18,1,TRUE
"France",44374.44,156834.34,1,FALSE
"France",84033.35,0,2,FALSE
"France",82276.62,157498.9,1,FALSE
"Spain",177528.92,0,2,FALSE
"France",56850.92,0,1,TRUE
"Spain",47972.65,0,1,FALSE
"Spain",104982.39,0,2,FALSE
"Spain",133535.29,130274.22,1,FALSE
"France",25571.37,0,1,FALSE
"France",96075.55,149379.66,2,FALSE
"France",81634.45,0,1,FALSE
"Spain",165008.97,100829.94,1,FALSE
"Germany",138191.81,96408.98,1,FALSE
"France",99136.49,0,2,FALSE
"France",63584.55,0,1,TRUE
"France",160532.88,0,2,FALSE
"France",162683.06,149105.08,1,FALSE
"Spain",134878.19,0,1,FALSE
"Spain",134626.3,0,2,FALSE
"Spain",175480.93,0,2,FALSE
"Germany",174337.68,90218.11,1,FALSE
"France",172524.51,87347.7,1,FALSE
"France",25395.83,0,2,FALSE
"France",184856.89,137811.75,1,FALSE
"France",182624.93,105563,1,FALSE
"France",192505.62,0,2,FALSE
"Spain",112507.63,0,2,FALSE
"France",177295.92,91125.75,1,FALSE
"Spain",12465.51,0,2,FALSE
"Spain",36122.96,0,2,FALSE
"Germany",37836.64,135120.56,1,FALSE
"France",34747.43,0,2,FALSE
"France",131097.9,0,2,FALSE
"France",105280.55,86837.95,1,FALSE
"France",149653.81,100446.57,1,FALSE
"France",139390.99,0,2,FALSE
"France",132436.71,0,2,FALSE
"France",179705.13,0,4,TRUE
"Spain",15796.66,114512.59,1,FALSE
"France",142754.71,136364.46,1,FALSE
"France",2578.43,106260.67,1,FALSE
"France",88992.05,146126.75,1,FALSE
"Spain",32936.44,111284.53,1,TRUE
"Spain",39122.58,121056.63,2,FALSE
"France",191092.62,128270.56,1,FALSE
"Spain",129149.06,0,2,FALSE
"France",13218.6,0,2,FALSE
"France",160589.18,0,1,FALSE
"France",179657.83,191775.65,1,FALSE
"Spain",44335.54,0,1,TRUE
"Spain",29217.37,85141.79,2,FALSE
"France",43651.49,126392.18,1,FALSE
"France",159654,0,2,FALSE
"France",17992.94,129860.37,1,FALSE
"France",141501.45,127642.44,1,TRUE
"France",93825.78,0,2,FALSE
"Germany",41852.24,125584.17,2,TRUE
"Spain",97629.31,50911.21,3,TRUE
"France",37065.66,91955.61,1,FALSE
"Germany",38614.69,84266.44,2,FALSE
"France",87816.86,147149.59,1,FALSE
"France",184866.86,0,2,FALSE
"France",160176.47,104822.45,1,FALSE
"France",164357.1,146766.72,2,FALSE
"Germany",17818.33,148745.92,2,FALSE
"France",142680.64,0,1,TRUE
"France",85081.09,0,1,FALSE
"Spain",176450.19,0,2,FALSE
"France",121967.88,135203.81,2,FALSE
"Germany",127187.04,93301.97,2,FALSE
"Germany",108313.34,96341,2,FALSE
"France",57205.55,165326.2,1,FALSE
"France",157891.86,0,2,FALSE
"France",86927.53,99786.2,1,FALSE
"Spain",107753.07,114440.24,1,FALSE
"Spain",82158.14,141573.55,1,FALSE
"Spain",29135.89,0,1,TRUE
"Spain",17095.49,133676.65,1,FALSE
"France",100447.53,147493.7,2,FALSE
"France",83470.4,0,1,TRUE
"France",121846.81,0,2,FALSE
"Germany",129107.59,95022.57,1,FALSE
"France",54726.43,0,1,FALSE
"France",116141.72,0,1,FALSE
"France",124872.42,149713.61,3,TRUE
"Germany",186438.86,107963.38,1,TRUE
"France",134281.11,0,2,FALSE
"Spain",91044.47,0,1,FALSE
"France",74320.75,0,2,FALSE
"France",9704.66,0,2,FALSE
"France",128600.49,102017.25,2,FALSE
"Spain",6468.24,0,2,FALSE
"France",57898.58,0,2,FALSE
"Spain",192120.66,96674.55,2,FALSE
"Spain",164213.53,81811.71,1,TRUE
"Spain",117547.76,79281.61,1,FALSE
"France",26149.25,0,2,FALSE
"Germany",9181.66,122314.39,1,FALSE
"Germany",166588.76,140733.74,1,FALSE
"Germany",195053.58,116933.11,1,TRUE
"Spain",85787.31,165445.04,2,FALSE
"Germany",102428.51,123805.03,1,FALSE
"France",71175.94,107548.94,1,FALSE
"France",166440.32,111634.29,2,FALSE
"Germany",148848.76,109153.96,3,TRUE
"Spain",140286.69,0,2,FALSE
"Germany",104220.5,86055.17,2,FALSE
"Germany",70778.63,98438.23,1,TRUE
"Spain",65868.28,0,2,FALSE
"France",171482.56,144705.87,2,FALSE
"France",143204.41,0,2,FALSE
"France",28427.84,91612.91,1,FALSE
"Spain",78387.32,0,1,FALSE
"France",161076.92,0,1,FALSE
"France",54277.45,192122.84,1,TRUE
"France",137180.95,179904,1,FALSE
"France",21063.71,178058.06,2,TRUE
"France",152210.81,176166.56,2,FALSE
"France",88890.75,156864.2,2,FALSE
"France",190534.76,0,2,FALSE
"Spain",83090.35,0,2,FALSE
"Spain",141426.78,0,2,FALSE
"France",51358.66,161588.89,1,FALSE
"France",88703.04,109349.29,1,TRUE
"Spain",116696.77,0,2,FALSE
"France",7156.09,0,2,FALSE
"Spain",49161.12,0,1,TRUE
"France",126743.33,152335.7,1,TRUE
"France",65390.46,124662.54,1,TRUE
"Germany",138835.91,91522.04,2,FALSE
"France",36154.66,0,2,FALSE
"Spain",59755.14,62052.28,1,FALSE
"France",125302.64,107871.72,1,FALSE
"France",94274.72,99472.76,2,TRUE
"Spain",102260.16,128039.01,1,FALSE
"France",136028.97,0,2,FALSE
"Spain",110114.38,114634.63,2,TRUE
"France",100442.22,56738.47,2,TRUE
"Germany",193597.94,90355.12,2,FALSE
"Germany",1871.25,115725.24,2,FALSE
"Germany",42831.11,114327.59,2,FALSE
"Germany",182156.86,100762.64,1,FALSE
"France",151648.66,0,1,TRUE
"Spain",146738.83,89039.9,2,FALSE
"France",12148.2,78829.53,1,FALSE
"Germany",118029.09,112372.96,1,FALSE
"Germany",50783.88,122029.15,1,FALSE
"France",129891.66,157829.12,1,FALSE
"Germany",9904.63,108377.75,2,FALSE
"France",63213.31,95507.12,1,FALSE
"Germany",137565.87,127146.68,1,FALSE
"Germany",17185.95,133811.78,1,TRUE
"France",143783.46,121092.47,2,FALSE
"Germany",36823.28,126979.75,1,FALSE
"France",154957.66,144235.73,2,TRUE
"France",31892.82,152582.2,2,FALSE
"Spain",191084.4,172478.15,1,TRUE
"France",179718.17,126477.42,1,FALSE
"Spain",159823.16,97473.87,2,FALSE
"France",114110.97,138053.67,1,FALSE
"France",60993.23,164003.05,2,FALSE
"France",66408.01,0,1,TRUE
"France",136398.9,0,2,FALSE
"Spain",140709.25,122486.11,2,FALSE
"France",8555.73,0,2,FALSE
"Germany",115022.94,53667.44,1,FALSE
"France",187638.34,0,2,FALSE
"Spain",3829.13,109327.65,1,FALSE
"Spain",119357.93,121151.05,1,FALSE
"Spain",192175.52,101043.63,1,FALSE
"Germany",128841.31,83501.66,2,FALSE
"Spain",150422.35,80462.24,1,FALSE
"France",188187.05,0,1,FALSE
"France",1775.52,109093.41,2,FALSE
"Spain",85086.78,140355.6,1,FALSE
"France",3797.79,0,2,FALSE
"Germany",150856.38,130170.82,2,FALSE
"France",90537.47,0,2,FALSE
"France",166370.81,109542.29,1,FALSE
"France",178994.13,33563.95,2,TRUE
"France",195681.43,148795.17,2,FALSE
"France",53277.15,0,2,FALSE
"Germany",172490.78,174126.75,3,TRUE
"Spain",11819.84,0,1,FALSE
"Spain",82900.25,106405.03,1,FALSE
"Spain",82709.8,0,1,FALSE
"Spain",180593.45,128393.29,1,FALSE
"Germany",172363.41,127841.52,1,FALSE
"France",91195.12,137295.19,2,FALSE
"Spain",108987.25,155828.22,1,TRUE
"France",44265.28,0,2,FALSE
"Germany",116613.26,144351.86,1,FALSE
"Spain",148527.56,106365.29,1,FALSE
"Germany",84239.46,127801.88,1,FALSE
"Germany",62002.04,122793.96,1,FALSE
"Germany",46044.48,113525.84,1,TRUE
"Spain",169669.33,136100.69,2,TRUE
"France",156346.84,0,2,FALSE
"France",157711.18,140916.81,1,FALSE
"France",89087.4,0,2,FALSE
"Germany",8742.36,121365.39,1,FALSE
"Spain",117038.96,0,1,FALSE
"France",164241.67,0,2,FALSE
"France",137720.56,93578.68,2,TRUE
"France",106.67,0,1,FALSE
"Spain",1539.21,115409.6,1,FALSE
"France",59659.53,90791.69,1,FALSE
"France",173586.63,123681.32,3,TRUE
"France",126033.9,92436.86,1,FALSE
"Germany",62808.93,167194.36,1,TRUE
"France",147007.33,0,2,FALSE
"Germany",196261.64,160838.13,2,FALSE
"Spain",44560.17,0,1,TRUE
"Spain",18917.95,144470.77,1,FALSE
"Spain",4525.4,0,2,FALSE
"Germany",93112.2,130169.27,2,FALSE
"Spain",9658.41,0,2,FALSE
"France",182627.25,81076.8,2,TRUE
"France",13177.4,0,1,FALSE
"Germany",43568.31,101465.31,1,TRUE
"France",117830.57,0,1,FALSE
"Germany",117396.25,113865.23,2,FALSE
"Spain",96929.24,87603.35,3,TRUE
"France",36275.94,120037.96,1,FALSE
"Spain",116706,0,2,FALSE
"Germany",168080.53,121205.15,4,TRUE
"Spain",25887.89,75408.33,1,TRUE
"France",122488.59,0,2,FALSE
"France",113171.61,0,1,TRUE
"Spain",100365.51,0,2,FALSE
"France",124151.37,121818.84,2,FALSE
"France",112664.24,0,2,FALSE
"Germany",183494.87,141806,2,FALSE
"France",198810.65,61354.14,1,TRUE
"Germany",131259.6,124954.94,1,TRUE
"Germany",116471.14,95039.12,1,TRUE
"France",15336.4,103417.74,1,FALSE
"France",99593.28,0,2,FALSE
"France",170514.21,43028.77,1,FALSE
"Germany",34265.08,119638.21,1,TRUE
"France",106977.53,122689.51,2,TRUE
"France",164287.86,0,2,FALSE
"Germany",25292.53,73179.34,2,FALSE
"France",51820.87,171913.87,1,TRUE
"France",81452.29,0,2,FALSE
"Germany",1354.25,92659.2,2,FALSE
"Germany",71379.92,137239.17,1,TRUE
"Germany",154137.33,102955.14,2,FALSE
"France",64308.49,65190.29,1,TRUE
"Germany",31613.35,96863.52,2,FALSE
"Spain",27738.01,154983.98,1,FALSE
"Germany",163570.25,106819.65,1,FALSE
"Spain",193878.51,128578.52,1,FALSE
"France",147545.65,126473.33,1,FALSE
"France",195906.59,110570.78,2,FALSE
"Spain",178458.86,0,2,FALSE
"Spain",156125.72,0,2,FALSE
"France",11159.19,0,2,FALSE
"Spain",45738.94,0,2,FALSE
"France",140650.19,111099.79,2,FALSE
"France",4733.94,0,3,FALSE
"Spain",10579.72,100913.57,1,FALSE
"Spain",179655.87,0,2,FALSE
"France",77502.56,16893.59,1,FALSE
"Spain",145759.93,122267.85,1,FALSE
"France",56246.72,125685.79,1,FALSE
"Spain",151335.24,127397.34,1,FALSE
"France",179833.45,105271.56,1,FALSE
"Germany",191627.85,115265.14,1,FALSE
"Spain",173016.46,0,1,FALSE
"Spain",58469.75,0,2,FALSE
"Germany",28038.28,139542.82,1,FALSE
"Germany",159576.75,111512.75,3,TRUE
"France",151280.96,148466.93,2,FALSE
"France",139953.94,0,2,FALSE
"France",105407.79,108155.49,1,FALSE
"France",56865.62,0,2,FALSE
"Germany",198072.16,84622.13,1,FALSE
"Spain",137791.18,146997.64,2,FALSE
"France",103787.28,0,2,FALSE
"France",30912.89,98590.25,1,FALSE
"France",78651.55,0,2,FALSE
"Germany",123309.57,134980.74,1,TRUE
"Spain",174118.93,108078.56,1,FALSE
"Spain",85736.26,0,2,FALSE
"France",121138.77,0,2,FALSE
"France",84199.78,106836.67,2,FALSE
"France",181224.56,102490.27,1,FALSE
"Germany",141230.07,112746.54,2,FALSE
"France",158111.71,125487.89,1,FALSE
"Spain",130639.01,142862.21,1,FALSE
"France",17040.82,0,2,FALSE
"France",25662.27,0,2,FALSE
"Spain",193360.69,79388.33,1,FALSE
"France",121485.1,0,2,FALSE
"France",162452.65,0,2,FALSE
"France",141137.53,107784.65,1,FALSE
"Spain",185541.2,142880.28,3,TRUE
"Spain",118383.18,149571.94,1,FALSE
"France",8214.41,142767.39,1,FALSE
"Germany",46521.45,121537.71,2,TRUE
"Spain",10772.13,0,2,FALSE
"Spain",199290.68,0,1,TRUE
"France",85983.54,89838.71,3,TRUE
"Germany",129870.93,103399.87,1,FALSE
"France",63158.22,0,2,FALSE
"Germany",171070.52,136855.94,2,FALSE
"France",53222.15,0,2,TRUE
"Germany",179834.45,140891.46,3,TRUE
"France",114514.64,0,1,FALSE
"Spain",139162.15,89364.91,1,FALSE
"France",50249.16,146011.4,1,FALSE
"Spain",113469.65,0,2,FALSE
"Germany",147484.13,145294.08,2,FALSE
"Germany",191448.96,106000.12,1,TRUE
"Spain",119381.41,0,2,FALSE
"Spain",33277.31,0,2,FALSE
"Spain",73107.53,104508.77,2,FALSE
"Germany",96590.39,127539.3,1,TRUE
"Spain",6923.11,0,1,FALSE
"Germany",176403.33,96891.46,1,TRUE
"France",64349.6,78535.25,1,FALSE
"Spain",116097.26,112712.17,1,FALSE
"Spain",29861.13,119618.42,1,FALSE
"Spain",48426.98,0,1,FALSE
"France",32770.56,74963.5,1,FALSE
"France",117060.2,138023.79,2,FALSE
"Spain",136197.65,0,1,FALSE
"France",27438.83,185513.67,1,FALSE
"France",192156.54,185648.56,1,TRUE
"Germany",69409.37,102286.6,3,TRUE
"Germany",58440.43,128015.83,1,FALSE
"France",192519.39,39539.39,2,FALSE
"France",144874.67,0,1,FALSE
"France",175373.46,77608.46,2,FALSE
"France",440.2,141462.13,1,FALSE
"Spain",76637.38,0,2,FALSE
